18540;ASS 2015.089;Aguardando Resposta Cliente;Vir ao Escritório;;20/05/2016;23/05/2016;;
18538;PAQ 2011.113;Fazer Contato Cliente;Agendar entrega;;20/05/2016;27/05/2016;;
18536;ASS 2016.045;Fazer Contato Cliente;Agendar Entrega - Via email;Hélio;20/05/2016;21/05/2016;;
18535;ASS 2014.085;Fazer Contato Cliente;Agendar Entrega ( pediu pra ligar na terça );;20/05/2016;27/05/2016;;
18525;ASS 2016.035;Aguardando Resposta Terceiros;Análise - Protocolo nº 11.662/16 - Carlos Magno ;Prefeitura - GL;20/05/2016;24/05/2016;;
18524;ASS 2016.048;Aguardando Resposta Cliente;Vir ao Escritório ( Não veio );;20/05/2016;23/05/2016;24/05/2016;
18523;PAQ 2016.019;Fazer Contato Terceiro;Enviar e Buscar Plotagem;;20/05/2016;23/05/2016;;
18518;PRS 2015.010;Fazer Contato Terceiro;Solicitar ART sem rascunho;João Albano;20/05/2016;23/05/2017;23/05/2016;
18517;PRS 2015.010;Fazer Contato Terceiro;Pagar ART;Banco;20/05/2016;20/05/2016;;
18512;PRS 2009.038;Aguardando Resposta Cliente;Resposta;;20/05/2016;02/08/2016;;
18511;ASS 2012.109;Aguardando Resposta Cliente;Vir ao Escritório;;20/05/2016;24/05/2016;;
18507;PAQ 2011.113;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Helio;20/05/2016;20/05/2016;;
18506;PAQ 2011.113;Revisar;2ª Revisão;Helio;20/05/2016;20/05/2016;;
18503;PAQ 2016.021;Desenhando;Bloco casinhas;Micheli;20/05/2016;20/05/2016;;
18497;PRS 2015.010;Aguardando Resposta Terceiros;Entregar planta e ART;João Albano;20/05/2016;20/05/2016;;
18549;ASS 2016.028;Aguardando Resposta Cliente;Enviar Documentos ( Ilka e Dalvo );;21/05/2016;30/05/2016;;
18537;ASS 2016.045;Aguardando Resposta Cliente;Marcar entrega;;21/05/2016;31/05/2016;;
18531;ASS 2016.028;Aguardando Resposta Cliente;Enviar documentos ( Edmar );;21/05/2016;23/05/2016;;
18587;ASS 2016.043;Aguardando Resposta Terceiros;Protocolos:15.978/15.979 e 15.981 de 2016;Prefeitura - CGI;23/05/2016;24/05/2016;;
18580;ASS 2015.091;Aguardando Resposta Terceiros;Análise  - Leandro;Prefeitura - GL;23/05/2016;16/03/2017;;
18559;PAQ 2016.015;Revisar;Revisar Estudo;Helio;23/05/2016;24/05/2016;;
18555;ASS 2016.022;Fazer Contato Cliente;Agendar Entrega - via email;;23/05/2016;24/05/2016;;
18554;PAQ 2016.021;Fazer Contato Terceiro;Elaborar ART;Fabio;23/05/2016;24/05/2016;;
18553;PAQ 2016.019;Elaborando Processo;Elaborar ART;;23/05/2016;24/05/2016;;
18552;PAQ 2016.021;Fazer Contato Terceiro;Enviar e Buscar Plotagem;;23/05/2016;23/05/2016;;
18551;PAQ 2016.021;Aguardando Resposta Terceiros;Retornar ligação;Cleidiane;23/05/2016;23/05/2016;;
18550;PAQ 2016.021;Fazer Contato Terceiro;Solicitar listagem documentação a apresentar;Cleidiane;23/05/2016;23/05/2016;;
18548;ASS 2016.022;Fazer Contato Terceiro;Apresentar Certidão Detalhada;Receita Federal;23/05/2016;23/05/2016;;
18546;ASS 2016.048;Aguardando Resposta Cliente;Enviar habite-se Original ( não enviou, não precisou );;23/05/2016;01/08/2016;;
18545;ASS 2016.048;Fazer Contato Terceiro;Apoio cartório - Sr. Vilson;CRI - 2ª zona;23/05/2016;23/05/2016;;
18544;PAQ 2016.021;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Helio;23/05/2016;23/05/2016;;
18543;PAQ 2016.021;Revisar;1ª Revisão;Helio;23/05/2016;23/05/2016;;
18542;ASS 2015.089;Aguardando Resposta Terceiros;Vir ao Escritório;Marcelo;23/05/2016;25/05/2016;;
18541;ASS 2015.089;Fazer Contato Terceiro;Avisar documentos entregues;Marcelo;23/05/2016;23/05/2016;;
19499;ASS 2016.035;Aguardando Resposta Terceiros;Protocolo nº 11.662/16;Prefeitura - SEMDURB;24/05/2016;31/05/2016;;
18719;ASS 2015.044;Aguardando Resposta Terceiros;Protocólo: 15.294/2016 - Entregar;Prefeitura - PDO;24/05/2016;06/06/2016;;
18588;ASS 2016.043;Aguardando Resposta Terceiros;Protocolos:15.978/15.979 e 15.981 de 2016;Prefeitura - CA;24/05/2016;16/08/2016;;
18584;ASS 2016.054;Fazer Contato Terceiro;Solicitar orçamento fração / convenção;Pedro / Alaécio;24/05/2016;25/05/2016;;
18583;ASS 2016.054;Elaborando Processo;Montar processo;;24/05/2016;10/06/2016;;
18582;ASS 2016.054;Fazer Contato Cliente;Definir serviço e orçamento;Helio Campos;24/05/2016;24/05/2016;;
18581;ASS 2016.022;Arquivar;Continua na ASS 2016.054;Helio;24/05/2016;27/05/2016;;
18568;ASS 2012.109;Aguardando Resposta Cliente;Trazer comprovante existencia Obra ( Escelsa );;24/05/2016;01/07/2016;;
18567;PAQ 2016.021;Aguardando Resposta Cliente;Vir ao Escritório;;24/05/2016;25/05/2016;25/05/2016;
18566;PAQ 2016.021;Fazer Contato Cliente;Agendar entrega e receber valores;Helio;24/05/2016;24/05/2016;;
18565;PAQ 2016.021;Fazer Contato Terceiro;Pagar ART;Banco;24/05/2016;24/05/2016;;
18564;PAQ 2016.015;Fazer Contato Cliente;Agendar entrega;Helio;24/05/2016;27/05/2016;;
18563;PAQ 2016.014;Elaborando Processo;Elaborar ART;;24/05/2016;25/05/2016;;
18562;PAQ 2016.008;Aguardando Resposta Cliente;Aprovar Estudo e Orçamento ( não aprovou );;24/05/2016;02/06/2016;;
18561;PAQ 2016.015;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Helio;24/05/2016;24/05/2016;;
18560;PAQ 2016.014;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Helio;24/05/2016;24/05/2016;;
18558;PAQ 2016.019;Fazer Contato Cliente;Avisar do pagamento Boletos;;24/05/2016;25/05/2016;;
18557;PAQ 2016.019;Fazer Contato Cliente;Enviar Boletos por Email;Lucas;24/05/2016;24/05/2016;;
18556;ASS 2016.022;Aguardando Resposta Cliente;marcar data;;24/05/2016;24/05/2016;;
18681;PAQ 2016.026;Fazer Contato Terceiro;Apresentar Orçamemto ( Aprovado );Alaécio;25/05/2016;30/05/2016;;
18680;PAQ 2016.026;Fazer Contato Cliente;Definir serviço e orçamento;Helio;25/05/2016;25/05/2016;;
18677;ASS 2015.089;Aguardando Resposta Cliente;Vir ao Escritório - Reunião com Marcelo;;25/05/2016;31/05/2016;;
18616;PAQ 2016.025;Aguardando Resposta Cliente;Aprovar Orçamento;;25/05/2016;27/05/2016;;
18615;PAQ 2016.025;Fazer Contato Cliente;Definir serviço e Orçamento;Helio;25/05/2016;25/05/2016;;
18585;ASS 2016.054;Aguardando Resposta Terceiros;Retornar ( 1.500,00 );Pedro / Alaécio;25/05/2016;16/06/2016;;
18579;PAQ 2016.020;Revisar;1ª Revisão;Lucas;25/05/2016;07/06/2016;;
18578;PAQ 2016.018;Revisar;1ª Revisão;Helio;25/05/2016;30/05/2016;;
18577;PRS 2015.031;Fazer Contato Terceiro;Dar Entrada;Prefeitura - SEMFA;25/05/2016;31/05/2016;;
18576;ASS 2015.089;Aguardando Resposta Terceiros;Processo 0016002-91.2015.8.08.0011;Tribunal de Justiça;25/05/2016;31/01/2016;;atual
18575;PAQ 2016.019;Aguardando Resposta Cliente;Vir ao Escritório;;25/05/2016;27/05/2016;27/05/2016;
18574;PAQ 2016.019;Fazer Contato Cliente;Agendar entrega - via watsapp;Helio;25/05/2016;25/05/2016;;
18573;PAQ 2016.019;Fazer Contato Terceiro;Retificar Planta;Milton Assad;25/05/2016;25/05/2016;;
18572;PAQ 2016.019;Fazer Contato Terceiro;Imprimir ART sem rascunho;Helio;25/05/2016;25/05/2016;;
18571;PAQ 2016.021;Arquivar;;;25/05/2016;25/05/2016;;
18570;PAQ 2016.014;Fazer Contato Cliente;Agendar entrega desenho e boletos ART;;25/05/2016;27/05/2016;;
18569;PAQ 2016.021;Aguardando Resposta Terceiros;Emitir ART sem rascunho;;25/05/2016;07/06/2016;;
18632;PAQ 2014.030;Fazer Contato Cliente;Solicitar assinatura no requerimento de prorrogação de prazo de notificação;;27/05/2016;31/05/2016;;
18631;PAQ 2014.030;Elaborando Processo;Montar Requerimento de prorrogação de prazo de notificação;;27/05/2016;27/05/2016;;
18630;PAQ 2014.046;Fazer Contato Cliente;Solicitar assinatura no requerimento de prorrogação de prazo de notificação;;27/05/2016;31/05/2016;;
18629;PAQ 2014.046;Elaborando Processo;Montar Requerimento de Prorrogação de Prazo de Notificação;;27/05/2016;27/05/2016;;
18628;ASS 2016.055;Fazer Contato Terceiro;Solicitar Retificação;Wilson Rastoufo;27/05/2016;30/05/2016;;
18627;PAQ 2012.128;Fazer Desenho;Complementar projeto ( Parou );Micheli;27/05/2016;30/05/2016;;
18626;PRS 2015.025;Fazer Contato Terceiro;Nome correto sr. Carlos Passoni;Helio;27/05/2016;30/05/2016;;atual
18625;PRS 2015.025;Fazer Desenho;Complementar desenho;Micheli;27/05/2016;31/05/2016;;
18624;PAQ 2001.055;Aguardando Resposta Cliente;Vir ao Escritório ( Desencontramos );;27/05/2016;30/05/2016;30/05/2016;
18623;PAQ 2016.014;Aguardando Resposta Cliente;Retornar ligação ( veio aqui - levou Boletos e planta );;27/05/2016;13/06/2016;;
18622;ASS 2015.093;Fazer Contato Cliente;Ir no local fazer orçamento;Helio;27/05/2016;31/05/2016;31/05/2016;
18621;ASS 2015.108;Aguardando Resposta Cliente;Retornar ligação ( Veio ao Escritório );;27/05/2016;30/05/2016;;atual
18620;PAQ 2016.015;Aguardando Resposta Cliente;Vir ao Escritório;;27/05/2016;03/08/2016;31/05/2016;
18619;ASS 2014.085;Fazer Contato Cliente;Ligar para agendar entrega na terça;;27/05/2016;15/06/2016;31/05/2016;
18617;PAQ 2016.025;Fazer Desenho;;Livre;27/05/2016;07/06/2016;;
18614;PAQ 2011.113;Fazer Contato Cliente;Entregar projeto;Helio;27/05/2016;28/05/2016;28/05/2016;
18613;PAQ 2016.019;Arquivar;Desenho entregue e acertos feitos;Helio;27/05/2016;27/05/2016;;
18612;ASS 2016.049;Revisar;1ª Revisão ( Cancelado );Helio;27/05/2016;14/12/2016;;
18611;ASS 2015.105;Fazer Contato Terceiro;Retirar cessão de posse;Cartório da Gruta;27/05/2016;27/05/2016;;
18610;ASS 2015.105;Fazer Contato Terceiro;Retirar certidão de ônus;CRI - 1ª zona;27/05/2016;27/05/2016;;
18609;ASS 2015.021;Aguardando Resposta Cliente;Passar número do IPTU;;27/05/2016;30/05/2016;;
18608;ASS 2015.021;Aguardando Resposta Cliente;Vir ao Escritório;;27/05/2016;27/05/2016;;
18607;PAQ 2014.030;Fazer Desenho;Transformar Estudo em Projeto ( Passou o projeto para o filho );Livre;27/05/2016;01/03/2018;;
18151;ASS 2015.105;Fazer Contato Terceiro;Levar documentação cadeia sucessária;Prefeitura - GL;27/05/2016;27/07/2016;30/05/2016;
18618;PAQ 2011.113;Fazer Contato Terceiro;Levar planta retificada;Prefeitura - CFO;28/05/2016;07/06/2016;;
19397;PAQ 2016.040;Fazer Contato Cliente;Definir serviço e Orçamento ( Aprovou );Helio;30/05/2016;08/08/2016;;
18687;PAQ 2012.128;Aguardando Resposta Cliente;Trazer documentos;;30/05/2016;03/06/2016;;
18686;PAQ 2012.128;Fazer Contato Cliente;Solicitar novos documentos terreno;Micheli;30/05/2016;30/05/2016;;
18682;PAQ 2016.026;Fazer Medição;;Helio e Micheli;30/05/2016;02/06/2016;02/06/2016;
18679;ASS 2015.021;Fazer Contato Terceiro;Dar Entrada;Prefeitura - SEMFA;30/05/2016;03/06/2016;;
18656;ASS 2016.056;Elaborando Processo;Montar Processo;Lucas;30/05/2016;02/06/2016;;
18649;ASS 2016.028;Fazer Contato Cliente;Enviar Documentos ( Ilka  );;30/05/2016;08/07/2016;;
18645;PAQ 2001.055;Aguardando Resposta Cliente;Retornar ligação para agendar volta ( Veio aqui );;30/05/2016;20/06/2016;;
18643;ASS 2013.102;Fazer Contato Terceiro;Reconhecer Firma;Cartório Notarial;30/05/2016;31/05/2016;;
18642;ASS 2013.102;Fazer Contato Terceiro;Solicitar Assinaturas;Milton Assad;30/05/2016;30/05/2016;;
18641;ASS 2011.141;Fazer Contato Terceiro;Reconhecer Firma;Cartório Notarial;30/05/2016;31/05/2016;;
18640;ASS 2011.141;Fazer Contato Terceiro;Solicitar Assinaturas;Milton Assad;30/05/2016;30/05/2016;;
18639;ASS 2015.122;Aguardando Resposta Terceiros;Certidão de Ônus;CRI - 1ª Zona;30/05/2016;06/06/2016;06/06/2016;
18638;ASS 2016.055;Fazer Contato Terceiro;Pediu para levar plantas e laudo ( mandou por email pelo Milton );Wilson Rastoufo;30/05/2016;02/06/2016;;
18637;ASS 2016.005;Fazer Contato Terceiro;Cobrar andamento - passou para Eduardo;Prefeitura - GL;30/05/2016;30/05/2016;;
18636;ASS 2013.102;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Micheli;30/05/2016;30/05/2016;;
18635;ASS 2011.141;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Micheli;30/05/2016;30/05/2016;;
18634;PAQ 2016.018;Aguardando Resposta Cliente;Aprovar Estudo;;30/05/2016;03/06/2016;;
18633;PAQ 2016.018;Fazer Contato Cliente;Apresentar rascunho;Helio;30/05/2016;30/05/2016;;
18603;PAQ 2001.055;Acompanhamento de Notificações;Aprovar Prorrogação - Prot:43.439/15;Prefeitura - CFO;30/05/2016;07/06/2016;28/04/2016;atual
18590;PAQ 2014.038;Acompanhamento de Notificações;Aprovar Prorrogação - Protocolo 15.831/16;Prefeitura - CFO;30/05/2016;05/09/2016;05/09/2016;
18589;ASS 2012.157;Acompanhamento de Notificações;Aprovar Prorrogação - Protocolo 15.829/16;Prefeitura - CFO;30/05/2016;07/06/2017;05/09/2016;
19500;ASS 2016.035;Aguardando Resposta Terceiros;Protocolo nº 11.662/16;SEME;31/05/2016;08/08/2016;;atual
18678;ASS 2015.089;Fazer Desenho;Retificar confrontantes;Livre;31/05/2016;08/06/2016;;
18670;ASS 2015.093;Fazer Contato Cliente;Enviei recado via SMS;Helio;31/05/2016;01/06/2016;;
18669;ASS 2016.057;Elaborando Processo;Agaurdar conclusão PRS 2016.001;;31/05/2016;11/07/2016;;atual
18668;ASS 2016.057;Fazer Contato Cliente;Definir serviço e orçamento;Helio;31/05/2016;31/05/2016;;
18667;PRS 2016.001;Fazer Desenho;Melhorar planta de localização;Livre;31/05/2016;01/07/2016;;atual
18663;ASS 2013.102;Fazer Contato Cliente;Solicitar Assinaturas e Trazer Valores;;31/05/2016;01/06/2016;;
18662;ASS 2011.141;Fazer Contato Cliente;Solicitar Assinaturas e Valores;;31/05/2016;01/06/2016;;
18661;PAQ 2015.051;Fazer Desenho;Transformar em Projeto;Lucas;31/05/2016;03/06/2016;;
18660;PRS 2015.031;Fazer Contato Cliente;Entregar protocolo ( via fone );;31/05/2016;13/06/2016;;
18659;PRS 2015.031;Aguardando Resposta Terceiros;Protocólo: 18.586/16;Prefeitura - GFO;31/05/2016;03/06/2016;;
18658;PAQ 2014.046;Acompanhamento de Notificações;Aprovar Prorrogação - Protocolo 41.401/15;;31/05/2016;03/10/2018;30/09/2016;
18655;ASS 2016.045;Arquivar;;Hélio;31/05/2016;31/05/2016;;
18654;PRS 2015.025;Elaborando Processo;Montar processo;Lucas;31/05/2016;06/06/2016;;atual
18653;PRS 2015.025;Aguardando Resposta Cliente;Enviar e Buscar Plotagem;Helio;31/05/2016;31/05/2016;;
18652;ASS 2013.102;Fazer Contato Terceiro;Retirar boletos;Prefeitura - GL;31/05/2016;31/05/2016;;
18651;ASS 2011.141;Fazer Contato Terceiro;Retirar Boletos;Prefeitura - GL;31/05/2016;31/05/2016;;atual
18650;ASS 2016.045;Fazer Contato Cliente;Entregar - Documentos;Hélio;31/05/2016;31/05/2016;;
18648;PAQ 2014.046;Fazer Contato Terceiro;Dar Entrada - Prorrogação;Prefeitura - SEMFA;31/05/2016;31/05/2016;;
18647;ASS 2015.108;Arquivar;Documentos todos entregues;;31/05/2016;31/05/2016;;
18646;PAQ 2014.046;Aguardando Resposta Cliente;Vir ao Escritório;;31/05/2016;31/05/2016;31/05/2016;
18644;PAQ 2014.030;Aguardando Resposta Cliente;Vir ao Escritório;;31/05/2016;04/07/2016;01/06/2016;
18671;ASS 2015.093;Aguardando Resposta Cliente;Dar retorno ( pediu enviar de novo );;01/06/2016;12/04/2017;;atual
18666;ASS 2011.141;Aguardando Resposta Cliente;Agendar assinatura e pagamento valores;;01/06/2016;02/06/2016;;
18665;ASS 2013.102;Aguardando Resposta Cliente;Vir ao Escritório;;01/06/2016;16/07/2016;03/06/2016;atual
18664;ASS 2016.036;Fazer Contato Terceiro;Solicitar Assinaturas;Bispo;01/06/2016;03/06/2016;;atual
29591;PAQ 2015.051;Aguardando Resposta Terceiros;Aguardando Vencimento do Prazo;Prefeitura - PDO;02/06/2016;30/06/2016;;
18856;PAQ 2016.008;Fazer Desenho;Novo Estudo;Helio;02/06/2016;13/06/2016;;
18784;ASS 2016.055;Fazer Contato Cliente;Apresentar novo Orçamento ( Aprovado );Helio;02/06/2016;13/06/2016;;
18722;PAQ 2016.024;Fazer Desenho;Passar levantamento a limpo;Livre;02/06/2016;03/06/2016;;
18685;PAQ 2016.026;Aguardando Resposta Terceiros;Entregar documentação;Alaécio;02/06/2016;09/06/2016;;atual
18684;PAQ 2016.026;Fazer Contato Terceiro;Solicitar documentação cliente;Alaécio;02/06/2016;02/06/2016;;
18683;PAQ 2016.026;Fazer Desenho;Passat levantamento a limpo;Livre;02/06/2016;29/06/2016;;
18676;ASS 2011.141;Fazer Contato Terceiro;Devolver plantas e Boleto;Prefeitura - GL;02/06/2016;06/06/2016;;
18675;ASS 2011.141;Fazer Contato Terceiro;Pagar taxa Prefeitura;Hélio;02/06/2016;02/06/2016;;atual
18674;ASS 2011.141;Fazer Contato Cliente;Enviar e Buscar Plotagem;Hélio;02/06/2016;02/06/2016;;
18673;ASS 2016.058;Elaborando Processo;Montar processo;Secretaria;02/06/2016;07/06/2016;12/06/2016;
18672;ASS 2016.058;Fazer Contato Cliente;Definir serviço e orçamento;Helio;02/06/2016;02/06/2016;;
18657;ASS 2016.056;Aguardando Resposta Cliente;Cadeia Sucessória (Terreno da Rodovia);;02/06/2016;;;
18792;PRS 2015.031;Aguardando Resposta Terceiros;Protocólo: 18.586/16;Prefeitura - Parcelamento;03/06/2016;04/08/2016;;
18787;PAQ 2016.018;Fazer Desenho;Elaborar estudo 2;Livre;03/06/2016;10/06/2016;;
18740;ASS 2016.036;Fazer Contato Cliente;Agendar entrega plantas solicitadas;Helio;03/06/2016;08/06/2016;;
18734;PAQ 2012.128;Fazer Desenho;Continuar;Lucas/Micheli;03/06/2016;18/07/2016;;
18724;PAQ 2016.024;Fazer Desenho;Elaborar Estudo;Helio;03/06/2016;04/07/2016;;
18723;PAQ 2016.024;Desenhando;;Micheli;03/06/2016;03/06/2016;;
18694;ASS 2016.050;Fazer Contato Cliente;Solicitar Documentos (Contrato Social Multpel) e Assinaturas;;03/06/2016;09/09/2016;;
18693;ASS 2015.021;Aguardando Resposta Terceiros;Protocólo: 19.057/16;Prefeitura - GFO;03/06/2016;07/06/2016;;
18692;PAQ 2015.051;Revisar;2ª Revisão;Helio;03/06/2016;07/06/2016;;
19768;ASS 2011.141;Aguardando Resposta Terceiros;Aguardar emissão de alvará;Prefeitura - GL;06/06/2016;20/12/2016;;
18749;PRS 2012.037;Fazer Desenho;Completar desenho;Livre;06/06/2016;10/06/2016;;atual
18730;PAQ 2011.113;Aguardando Resposta Terceiros;Protocolo nº 47319/11;Prefeitura - CFO;06/06/2016;08/06/2016;;atual
18721;ASS 2015.044;Arquivar;;;06/06/2016;08/06/2016;;
18720;ASS 2015.044;Fazer Contato Cliente;Agendar - Entrega (e Receber valores);;06/06/2016;14/09/2017;;
18715;ASS 2016.023;Fazer Contato Terceiro;Reconhecer Firma;Cartório Notarial;06/06/2016;08/06/2016;;
18698;PRS 2015.025;Fazer Contato Terceiro;Elaborar ART;Lucas;06/06/2016;14/06/2016;;
18697;ASS 2015.122;Aguardando Resposta Terceiros;Agendar assinatura Recibo ( enviei por Email );Cristiano;06/06/2016;07/06/2016;;atual
18696;ASS 2015.078;Aguardando Resposta Cliente;Aguardar retorno para entregar Certidão;;06/06/2016;16/09/2016;;
31655;PAQ 2001.055;Aguardando Resposta Terceiros;Para Arquivar - Prazo Findado;Prefeitura - PDO;07/06/2016;21/11/2016;;atual
18801;ASS 2015.021;Aguardando Resposta Terceiros;Protocólo: 19.057/16;Prefeitura - CFO;07/06/2016;17/06/2016;;atual
18758;PAQ 2016.020;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Helio;07/06/2016;08/06/2016;;atual
18757;PAQ 2016.020;Revisar;2ª Revisão;Helio;07/06/2016;07/06/2016;;atual
18752;ASS 2016.054;Fazer Contato Terceiro;Orçamento Averbação carttório ( 1.800,00 );CRI - 1ª Zona;07/06/2016;07/06/2016;;atual
18751;ASS 2016.059;Elaborando Processo;Montar processo;Lucas;07/06/2016;09/06/2016;;atual
18750;ASS 2016.059;Fazer Contato Cliente;Definir serviço e valores ( Aprovado );Helio;07/06/2016;07/06/2016;;atual
18747;PAQ 2016.027;Fazer Desenho;Elaborar Estudo;Lucas;07/06/2016;30/06/2016;20/06/2016;atual
18746;PAQ 2016.027;Fazer Contato Cliente;Definir serviço e orçamento ( Aprovado );Helio;07/06/2016;07/06/2016;;
18742;ASS 2016.046;Fazer Contato Terceiro;Pagar ART;Loteria;07/06/2016;08/06/2016;;atual
18728;PAQ 2015.051;Arquivar;Continua na ASS 2016.056;;07/06/2016;08/06/2016;;
18727;PAQ 2015.051;Aguardando Resposta Terceiros;Elaborar ART - Autoria;Milton Assad;07/06/2016;07/06/2016;;atual
18726;PAQ 2016.025;Desenhando;;Silas;07/06/2016;09/06/2016;;atual
18714;PAQ 2016.021;Entregar;ART sem rascunho não assinada;;07/06/2016;;;
18713;ASS 2016.026;Fazer Contato Cliente;Avisar sobre sindicância - dia 09 às 7:30;Micheli;07/06/2016;07/06/2016;;
18712;ASS 2016.026;Fazer Contato Terceiro;Cobrar andamento;Micheli;07/06/2016;07/06/2016;;atual
18711;ASS 2016.029;Fazer Contato Cliente;Avisar sobre sindicância - dia 08 às 13:30;Micheli;07/06/2016;07/06/2016;;atual
18710;ASS 2016.029;Fazer Contato Terceiro;Cobrar andamento;Micheli;07/06/2016;07/06/2016;;atual
18709;ASS 2016.043;Fazer Contato Cliente;Avisar sindicância - dia 08 às 7:30;;07/06/2016;07/06/2016;;
18708;ASS 2016.043;Fazer Contato Terceiro;Cobrar andamento;Micheli;07/06/2016;07/06/2016;;
18707;ASS 2015.122;Aguardando Resposta Terceiros;Devolver documento assinado;Cristiano;07/06/2016;12/07/2016;;atual
18706;PRS 2016.002;Aguardando Resposta Terceiros;Enviar arquivo;Agrigeo;07/06/2016;10/06/2016;;atual
18705;PRS 2016.002;Fazer Contato Terceiro;Solicitar arquivo original ( via Email );Agrigeo;07/06/2016;07/06/2016;;
18704;PRS 2016.002;Fazer Medição;Nova medição a pedido cliente;Helio;07/06/2016;07/06/2016;;atual
18703;PRS 2016.007;Fazer Contato Terceiro;Tirar dúvidas;CRI - 2ª Zona;07/06/2016;15/06/2016;;
18702;ASS 2016.058;Aguardando Resposta Cliente;Vir ao Escritório;;07/06/2016;16/06/2016;;atual
18701;PAQ 2015.051;Fazer Contato Terceiro;Enviar e Buscar Plotagem;Helio;07/06/2016;07/06/2016;;atual
18700;ASS 2016.058;Fazer Contato Cliente;Solicitar Assinaturas ( Via sms );;07/06/2016;07/06/2016;;atual
18699;ASS 2016.053;Fazer Contato Terceiro;Solicitar Documentos do Terreno;Prefeitura - GL;07/06/2016;16/06/2016;;
18390;PAQ 2016.012;Fazer Desenho;Completar desenho;Lucas;07/06/2016;23/06/2016;;
21892;PAQ 2017.010;Fazer Contato Cliente;Definir serviço e orçamento;Helio Campos;08/06/2016;11/04/2017;;
20290;ASS 2016.036;Aguardando Resposta Cliente;Esperar obra ficar pronta ( Prefeitura Notificou );;08/06/2016;13/04/2017;;
18772;ASS 2016.023;Fazer Contato Terceiro;Dar Entrada;Prefeitura - SEMFA;08/06/2016;10/06/2016;;atual
18769;ASS 2016.060;Fazer Contato Terceiro;Solicitar certidão;CRI - Itapemirim;08/06/2016;09/06/2016;;
18768;ASS 2016.060;Fazer Contato Cliente;Definir serviço ( não definimos orçamento );Helio;08/06/2016;08/06/2016;;
18762;ASS 2015.105;Fazer Contato Terceiro;Cobrar liberação Processo ( Dra. Josiane );Prefeituira - PGM;08/06/2016;08/06/2016;;
18759;PAQ 2016.020;Fazer Contato Cliente;Agendar entrega;Helio;08/06/2016;10/06/2016;;atual
18756;ASS 2013.186;Elaborando Processo;Fechar processo;Lucas;08/06/2016;09/06/2016;;atual
18745;ASS 2016.056;Aguardando Resposta Terceiros;Fornecer Certidão;CRI - 1ª Zona;08/06/2016;15/06/2016;15/06/2016;
18744;ASS 2016.056;Fazer Contato Terceiro;Solicitar Certidão de ônus;CRI - 1ª Zona;08/06/2016;08/06/2016;;
18743;ASS 2016.046;Fazer Contato Terceiro;Imprimir ART sem rascunho;Lucas;08/06/2016;14/06/2016;09/06/2016;
18741;ASS 2016.036;Aguardando Resposta Cliente;Transformar em Projeto;;08/06/2016;08/06/2016;;
18739;ASS 2016.023;Fazer Contato Cliente;Solicitar documentos ( peguei );Helio;08/06/2016;08/06/2016;;
18738;ASS 2016.056;Aguardando Resposta Cliente;Imprimir ART sem rascunho;Lucas;08/06/2016;09/06/2016;09/06/2016;
18737;ASS 2016.056;Fazer Contato Terceiro;Pagar ART;Loteria;08/06/2016;08/06/2016;;
18736;ASS 2015.089;Aguardando Resposta Terceiros;Enviar e Buscar Plotagem;Helio;08/06/2016;08/06/2016;;
18735;ASS 2015.089;Revisar;;Helio;08/06/2016;08/06/2016;;
18733;ASS 2016.056;Aguardando Resposta Cliente;Vir ao Escritório;;08/06/2016;08/06/2016;;
18732;ASS 2016.056;Fazer Contato Cliente;Solicitar Assinaturas e Valores;Helio;08/06/2016;08/06/2016;;
18731;PAQ 2011.113;Aguardando Resposta Terceiros;Protocolo nº 47319/11;Prefeitura - GL;08/06/2016;13/06/2016;;atual
18729;ASS 2016.056;Elaborando Processo;Finalizar processo;Lucas;08/06/2016;08/06/2016;;atual
18725;ASS 2015.089;Desenhando;;Micheli;08/06/2016;08/06/2016;;
18835;PAQ 2016.025;Revisar;1ª Revisão;Lucas;09/06/2016;17/06/2016;;
18783;ASS 2015.018;Fazer Contato Cliente;Solicitar valor publicação Jornais ( 132,00 ) enviado por email;;09/06/2016;07/07/2016;;
18770;ASS 2016.060;Fazer Contato Terceiro;Emitir certidão;CRI - Itapemirim;09/06/2016;17/06/2016;;
18767;ASS 2016.056;Aguardando Resposta Cliente;Assinaturas;;09/06/2016;10/06/2016;;
18766;ASS 2016.056;Fazer Contato Cliente;Solicitar Assinaturas;;09/06/2016;09/06/2016;;
18765;ASS 2013.186;Fazer Contato Terceiro;Dar Entrada;Prefeitura - SEMFA;09/06/2016;10/06/2016;;
18764;PAQ 2015.003;Fazer Contato Terceiro;Dar entrada na prorrogação da Notificação;Prefeitura - SEMDURB;09/06/2016;10/06/2016;;
18763;ASS 2016.059;Fazer Contato Cliente;Solicitar Documentos e Assinaturas. Verificar dívida IPTU;;09/06/2016;10/06/2016;;
18760;PAQ 2016.020;Fazer Contato Terceiro;Solicitar Assinaturas;Milton;09/06/2016;10/06/2016;;
